Timestamp,What is your age?,What is your Gender,What is your current city/town of residence?,Which of the following best describes your current diet?,How long have you been following your current diet? ,What was your main motivation for choosing your current diet? ,"How many times per week do you consume non-vegetarian foods (meat, fish, eggs)?",How many times per week do you consume vegetarian foods?,"When eating out, how difficult is it to find meals that fit your diet?","How confident are you that your current diet meets your nutritional needs? (1= not at all confident, 5= extremely confident)","How important are ethical or environmental concerns in your food choices? (1= not important, 5= extremely important)",Do you plan to change your dietary pattern in the next 12 months?,who?
2024-10-22 19:16:36.372604,22,Female,Pune,Vegetarian,1–5 years,Health,Never,more,easy,4,5,fuck no,Vedang
2024-10-01 19:46:20.372604,57,Male,Pune,Non-Vegetarian,more than 10 years,Health,5,more,neutral,5,4,maybe,Yash
2025-08-18 06:36:56.372604,19,Male,Pune,Vegetarian,more than 10 years,Health,Never,1-2,easy,5,4,yes,Yash
2025-03-28 14:32:18.372604,18,Male,Pune,Non-Vegetarian,5-10 years,Ethics/Religious Beliefs,Never,1-2,neutral,5,4,maybe,Vedang
2025-07-24 01:15:04.372604,34,Male,Pune,Non-Vegetarian,more than 10 years,Other,1-2,more,easy,5,3,maybe,Yash
2025-02-21 04:24:32.372604,65,Male,Pune,Non-Vegetarian,more than 10 years,Health,more,3-4,neutral,3,5,fuck no,Tushar
2025-03-18 09:33:53.372604,65,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,Never,5,neutral,5,3,maybe,Viraj
2025-09-01 19:16:15.372604,57,Male,Pune,Vegetarian,5-10 years,Health,Never,more,easy,3,3,fuck no,Yash
2025-01-01 17:04:23.372604,49,Female,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,neutral,4,3,fuck no,Vedang
2025-01-19 03:08:19.372604,37,Male,Pune,Vegetarian,Less than 1 year,Taste preference,5,more,difficult,4,4,yes,Viraj
2025-02-16 16:50:14.372604,39,Male,Pune,Non-Vegetarian,Less than 1 year,Health,more,more,neutral,5,5,maybe,Tushar
2025-05-27 02:49:56.372604,36,Male,Pune,Vegetarian,Less than 1 year,Taste preference,Never,3-4,easy,4,4,maybe,Yash
2025-08-22 14:04:18.372604,29,Female,Pune,Non-Vegetarian,1–5 years,Taste preference,Never,more,neutral,5,4,yes,Vedang
2024-12-17 11:43:10.372604,40,Female,Pune,Other,Less than 1 year,Taste preference,Never,more,easy,5,5,maybe,Viraj
2025-09-19 11:21:22.372604,34,Female,Pune,Vegetarian,1–5 years,Family Tradition,Never,more,easy,3,5,fuck no,Yash
2025-06-05 21:03:33.372604,45,Male,Pune,Vegetarian,1–5 years,Health,Never,more,neutral,3,2,yes,Yash
2024-11-29 00:37:40.372604,50,Female,Pune,Vegetarian,more than 10 years,Taste preference,Never,5,easy,3,1,fuck no,Tushar
2025-07-03 21:27:03.372604,61,Male,Pune,Vegetarian,more than 10 years,Health,3-4,more,neutral,4,4,yes,Viraj
2025-06-11 16:42:30.372604,45,Male,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,5,easy,3,5,maybe,Viraj
2025-01-13 15:37:25.372604,47,Female,Pune,Non-Vegetarian,5-10 years,Taste preference,1-2,more,easy,4,2,yes,Yash
2025-03-07 22:53:46.372604,32,Male,Pune,Non-Vegetarian,1–5 years,Health,5,more,easy,4,5,fuck no,Yash
2025-06-09 13:00:11.372604,48,Male,Pune,Non-Vegetarian,Less than 1 year,Health,1-2,more,neutral,3,3,fuck no,Viraj
2024-11-14 21:24:49.372604,55,Male,Pune,Non-Vegetarian,5-10 years,Family Tradition,Never,more,neutral,5,5,maybe,Viraj
2024-10-09 03:39:12.372604,19,Male,Pune,Vegetarian,Less than 1 year,Taste preference,1-2,more,neutral,3,3,fuck no,Viraj
2025-03-09 03:07:02.372604,51,Female,Pune,Vegetarian,5-10 years,Taste preference,1-2,more,neutral,4,4,fuck no,Vedang
2025-05-11 11:48:02.372604,58,Female,Pune,Vegetarian,more than 10 years,Taste preference,1-2,more,difficult,3,4,fuck no,Yash
2025-02-26 02:51:08.372604,37,Female,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,1-2,5,neutral,4,5,maybe,Vedang
2025-01-07 22:40:26.372604,64,Male,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,5,easy,1,1,fuck no,Viraj
2024-10-14 00:53:34.372604,53,Male,Pune,Vegetarian,more than 10 years,Health,3-4,1-2,difficult,5,5,yes,Viraj
2025-06-06 05:09:49.372604,58,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,Never,5,easy,4,4,fuck no,Yash
2025-08-31 13:28:09.372604,46,Male,Pune,Vegetarian,more than 10 years,Health,1-2,more,easy,4,4,fuck no,Yash
2025-09-15 10:36:18.372604,29,Male,Pune,Vegetarian,1–5 years,Family Tradition,3-4,5,neutral,5,1,fuck no,Vedang
2025-05-22 08:49:09.372604,54,Female,Pune,Vegetarian,more than 10 years,Taste preference,Never,more,neutral,2,4,maybe,Yash
2025-07-19 23:24:40.372604,34,Female,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,Never,more,easy,4,5,fuck no,Vedang
2025-02-23 08:58:13.372604,39,Female,Pune,Non-Vegetarian,1–5 years,Health,more,more,difficult,1,2,yes,Vedang
2025-07-17 17:32:03.372604,45,Male,Pune,Vegan,1–5 years,Taste preference,3-4,3-4,neutral,3,3,maybe,Yash
2024-12-11 22:58:05.372604,21,Male,Pune,Vegetarian,Less than 1 year,Health,1-2,more,easy,4,4,yes,Yash
2025-06-16 05:28:07.372604,46,Male,Pune,Non-Vegetarian,more than 10 years,Ethics/Religious Beliefs,1-2,more,easy,3,4,maybe,Viraj
2025-03-04 20:18:43.372604,52,Male,Pune,Non-Vegetarian,Less than 1 year,Health,5,1-2,neutral,4,3,yes,Yash
2024-11-03 23:02:51.372604,23,Female,Pune,Vegetarian,Less than 1 year,Taste preference,Never,more,easy,1,3,fuck no,Viraj
2025-08-31 03:53:33.372604,29,Male,Pune,Non-Vegetarian,5-10 years,Health,1-2,3-4,neutral,3,5,yes,Viraj
2025-05-09 16:32:41.376147,37,Female,Pune,Vegetarian,more than 10 years,Taste preference,Never,3-4,neutral,3,5,fuck no,Vedang
2025-03-14 18:57:11.376147,18,Male,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,Never,more,easy,3,3,fuck no,Yash
2025-09-16 23:00:20.376147,54,Female,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,3-4,3-4,neutral,1,5,maybe,Yash
2025-04-12 11:44:48.376147,56,Male,Pune,Non-Vegetarian,1–5 years,Health,5,5,difficult,4,4,yes,Vedang
2025-06-26 01:39:08.376147,41,Female,Pune,Vegetarian,more than 10 years,Health,Never,5,easy,5,5,yes,Yash
2025-07-19 23:39:57.376147,24,Female,Pune,Vegetarian,Less than 1 year,Health,1-2,more,easy,3,3,fuck no,Viraj
2025-07-13 15:29:15.376147,58,Female,Pune,Non-Vegetarian,Less than 1 year,Health,5,3-4,easy,1,4,maybe,Tushar
2025-06-28 07:32:28.376147,38,Male,Pune,Vegetarian,more than 10 years,Health,1-2,more,neutral,3,3,fuck no,Yash
2025-06-10 11:52:08.376147,36,Female,Pune,Non-Vegetarian,1–5 years,Health,Never,3-4,easy,3,3,fuck no,Yash
2025-08-26 13:22:16.376147,52,Male,Pune,Non-Vegetarian,Less than 1 year,Other,1-2,5,difficult,4,3,maybe,Yash
2025-07-31 02:59:56.376147,46,Female,Pune,Non-Vegetarian,1–5 years,Family Tradition,3-4,1-2,easy,4,3,maybe,Viraj
2024-12-31 02:59:27.376147,54,Male,Pune,Vegetarian,5-10 years,Health,Never,3-4,neutral,5,5,maybe,Yash
2024-10-03 01:38:08.376147,28,Female,Pune,Non-Vegetarian,5-10 years,Health,1-2,more,neutral,3,5,fuck no,Vedang
2025-05-27 00:25:03.376147,48,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,5,neutral,1,3,maybe,Yash
2024-11-19 13:23:27.376147,40,Male,Pune,Non-Vegetarian,Less than 1 year,Health,1-2,more,neutral,3,5,fuck no,Viraj
2025-05-14 11:55:36.376147,43,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,3-4,more,easy,4,3,fuck no,Vedang
2024-10-13 15:41:00.376147,40,Female,Pune,Non-Vegetarian,Less than 1 year,Health,5,more,easy,5,4,maybe,Yash
2025-09-29 09:07:56.376796,51,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,more,neutral,3,2,yes,Tushar
2024-11-03 20:05:28.376796,47,Male,Pune,Eggetarian,more than 10 years,Health,Never,more,easy,5,5,fuck no,Vedang
2025-03-23 07:20:30.376796,53,Male,Pune,Non-Vegetarian,1–5 years,Health,Never,more,neutral,4,5,fuck no,Vedang
2025-08-26 20:25:01.376796,21,Male,Pune,Vegetarian,1–5 years,Other,1-2,more,easy,4,5,maybe,Yash
2025-09-26 00:21:25.376796,48,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,Never,more,easy,3,4,fuck no,Vedang
2025-09-16 19:01:01.376796,29,Male,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,3-4,easy,3,2,fuck no,Yash
2025-06-04 08:17:47.376796,19,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,3-4,neutral,1,5,maybe,Yash
2025-04-21 09:04:00.376796,35,Female,Pune,Vegetarian,Less than 1 year,Taste preference,5,more,easy,3,3,maybe,Yash
2025-09-04 16:13:58.376796,56,Female,Pune,Vegetarian,1–5 years,Health,3-4,Never,difficult,3,2,fuck no,Yash
2024-10-24 18:57:03.376796,43,Male,Pune,Eggetarian,1–5 years,Health,3-4,3-4,easy,3,4,maybe,Tushar
2024-12-05 07:59:48.376796,65,Male,Pune,Vegetarian,1–5 years,Health,Never,more,easy,3,4,yes,Yash
2025-06-19 04:45:38.376796,53,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,1-2,3-4,neutral,5,3,yes,Tushar
2024-12-07 00:59:44.376796,43,Male,Pune,Vegetarian,1–5 years,Taste preference,1-2,more,neutral,5,3,maybe,Tushar
2025-09-19 18:09:29.376796,22,Male,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,more,easy,2,5,fuck no,Vedang
2025-06-07 06:49:36.376796,65,Female,Pune,Vegetarian,Less than 1 year,Health,Never,more,neutral,5,4,fuck no,Viraj
2025-08-19 09:01:14.376796,31,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,1-2,more,easy,4,3,maybe,Yash
2025-01-11 23:48:59.376796,36,Female,Pune,Other,more than 10 years,Health,5,more,easy,5,4,maybe,Viraj
2025-09-26 00:52:05.376796,21,Male,Pune,Vegetarian,1–5 years,Health,3-4,more,neutral,5,5,maybe,Yash
2025-01-12 03:18:40.376796,57,Male,Pune,Eggetarian,Less than 1 year,Health,1-2,1-2,neutral,4,5,fuck no,Vedang
2024-10-07 01:18:07.376796,32,Female,Pune,Vegetarian,more than 10 years,Health,Never,more,neutral,3,3,fuck no,Vedang
2025-04-23 00:56:31.376796,52,Male,Pune,Non-Vegetarian,more than 10 years,Health,1-2,more,easy,4,5,maybe,Vedang
2024-10-14 07:29:16.376796,56,Male,Pune,Vegetarian,1–5 years,Health,1-2,more,easy,4,2,fuck no,Yash
2025-04-08 18:13:42.376796,24,Male,Pune,Vegetarian,more than 10 years,Health,Never,more,easy,3,4,fuck no,Viraj
2025-08-24 15:01:59.376796,41,Female,Pune,Vegetarian,Less than 1 year,Health,5,3-4,easy,3,4,yes,Yash
2025-04-05 22:28:14.376796,39,Female,Pune,Vegetarian,Less than 1 year,Taste preference,5,more,easy,4,3,yes,Vedang
2025-01-08 15:35:43.376796,59,Male,Pune,Vegetarian,more than 10 years,Taste preference,Never,5,easy,5,1,maybe,Viraj
2025-06-12 00:24:03.376796,56,Male,Pune,Non-Vegetarian,Less than 1 year,Taste preference,1-2,3-4,easy,5,4,maybe,Viraj
2025-07-25 17:11:11.376796,41,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,Never,more,neutral,4,3,maybe,Yash
2025-05-12 15:21:28.376796,49,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,3-4,more,neutral,4,3,maybe,Viraj
2025-01-22 04:35:07.376796,24,Male,Pune,Vegan,Less than 1 year,Taste preference,1-2,more,easy,5,4,fuck no,Vedang
2025-08-08 08:57:51.376796,60,Male,Pune,Non-Vegetarian,1–5 years,Taste preference,1-2,more,easy,4,4,yes,Yash
2025-05-02 06:44:25.376796,59,Female,Pune,Non-Vegetarian,1–5 years,Health,1-2,more,easy,2,4,fuck no,Vedang
2025-07-25 18:53:36.376796,37,Male,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,Never,1-2,neutral,5,1,fuck no,Yash
2025-08-01 22:46:55.376796,51,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,more,5,easy,3,5,maybe,Tushar
2025-06-27 07:25:35.376796,54,Female,Pune,Vegetarian,Less than 1 year,Taste preference,5,3-4,neutral,4,5,maybe,Tushar
2025-02-13 03:15:36.376796,58,Male,Pune,Non-Vegetarian,1–5 years,Health,5,more,neutral,5,2,maybe,Viraj
2025-09-09 07:18:13.376796,28,Male,Pune,Non-Vegetarian,Less than 1 year,Health,Never,3-4,neutral,3,4,maybe,Vedang
2025-01-06 10:28:58.376796,63,Prefer not to say,Pune,Non-Vegetarian,more than 10 years,Taste preference,3-4,more,neutral,3,2,fuck no,Vedang
2025-06-14 16:53:09.376796,38,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,1-2,more,difficult,4,5,maybe,Vedang
2025-04-06 11:19:48.376796,20,Female,Pune,Non-Vegetarian,more than 10 years,Family Tradition,1-2,3-4,easy,4,1,yes,Yash
2025-03-15 10:13:18.376796,61,Female,Pune,Vegetarian,more than 10 years,Taste preference,Never,more,neutral,3,3,maybe,Viraj
2024-12-19 02:24:50.376796,30,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,5,easy,3,3,maybe,Viraj
2024-10-02 02:40:01.376796,51,Female,Pune,Other,Less than 1 year,Taste preference,5,more,easy,3,4,maybe,Viraj
2025-02-27 17:38:34.376796,33,Male,Pune,Non-Vegetarian,more than 10 years,Health,1-2,5,neutral,3,2,fuck no,Yash
2024-12-22 17:45:12.376796,29,Male,Pune,Vegetarian,more than 10 years,Ethics/Religious Beliefs,more,more,neutral,3,5,fuck no,Vedang
2025-04-21 06:25:52.376796,45,Male,Pune,Vegetarian,more than 10 years,Taste preference,more,3-4,easy,4,5,maybe,Tushar
2025-05-16 10:17:47.376796,65,Male,Pune,Non-Vegetarian,more than 10 years,Health,1-2,more,neutral,4,4,fuck no,Yash
2024-10-19 02:39:54.376796,25,Male,Pune,Non-Vegetarian,1–5 years,Health,Never,more,easy,3,4,fuck no,Tushar
2025-01-25 04:42:21.376796,41,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,5,1-2,neutral,5,4,fuck no,Viraj
2025-06-20 06:09:03.376796,47,Female,Pune,Non-Vegetarian,Less than 1 year,Other,1-2,more,neutral,4,4,fuck no,Viraj
2025-09-03 03:50:36.379138,26,Male,Pune,Non-Vegetarian,1–5 years,Health,1-2,3-4,easy,3,4,fuck no,Viraj
2025-05-13 20:43:46.379138,46,Female,Pune,Non-Vegetarian,1–5 years,Taste preference,more,more,neutral,3,3,fuck no,Yash
2025-01-16 06:21:29.379138,50,Male,Pune,Vegetarian,more than 10 years,Family Tradition,Never,3-4,neutral,5,5,maybe,Viraj
2025-01-21 13:03:23.379138,37,Male,Pune,Vegetarian,more than 10 years,Ethics/Religious Beliefs,Never,more,neutral,5,4,maybe,Viraj
2025-01-04 06:33:31.379138,44,Male,Pune,Vegetarian,Less than 1 year,Taste preference,Never,more,neutral,3,3,yes,Vedang
2024-11-13 11:35:21.379138,59,Male,Pune,Vegetarian,Less than 1 year,Health,1-2,more,neutral,3,5,fuck no,Viraj
2024-11-17 12:04:28.379138,40,Female,Pune,Vegetarian,Less than 1 year,Taste preference,Never,more,neutral,4,4,fuck no,Vedang
2025-04-22 17:39:10.379138,46,Male,Pune,Other,more than 10 years,Health,1-2,1-2,easy,5,5,yes,Vedang
2025-05-27 10:08:38.379138,30,Male,Pune,Non-Vegetarian,1–5 years,Taste preference,Never,more,neutral,4,4,yes,Tushar
2024-11-26 12:12:13.379138,28,Male,Pune,Non-Vegetarian,more than 10 years,Health,more,3-4,easy,4,3,maybe,Yash
2025-08-11 11:41:51.379138,32,Female,Pune,Non-Vegetarian,more than 10 years,Ethics/Religious Beliefs,1-2,3-4,difficult,3,3,fuck no,Tushar
2025-05-06 15:08:12.379138,23,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,Never,5,easy,5,3,maybe,Yash
2025-05-05 21:38:25.379138,46,Female,Pune,Non-Vegetarian,more than 10 years,Health,1-2,3-4,easy,5,5,fuck no,Yash
2025-03-05 01:33:14.379138,19,Male,Pune,Non-Vegetarian,more than 10 years,Health,1-2,more,easy,3,3,fuck no,Yash
2024-11-15 05:58:07.379138,39,Male,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,5,5,neutral,3,5,yes,Yash
2025-05-07 17:57:33.379138,58,Male,Pune,Non-Vegetarian,5-10 years,Family Tradition,Never,3-4,difficult,3,4,yes,Tushar
2025-02-21 08:11:26.379138,24,Female,Pune,Vegetarian,1–5 years,Health,Never,more,difficult,4,3,maybe,Vedang
2024-11-12 07:56:41.379138,32,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,Never,more,easy,4,5,fuck no,Tushar
2025-05-28 03:10:16.379138,45,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,Never,5,neutral,3,3,maybe,Vedang
2024-12-12 01:35:19.379138,46,Female,Pune,Eggetarian,1–5 years,Taste preference,more,1-2,easy,3,2,fuck no,Yash
2025-05-22 18:42:02.379138,53,Female,Pune,Vegetarian,more than 10 years,Other,1-2,more,easy,4,4,yes,Viraj
2025-03-24 02:46:57.379138,21,Male,Pune,Vegetarian,1–5 years,Other,Never,more,neutral,4,3,fuck no,Tushar
2025-02-25 03:40:02.379138,48,Male,Pune,Vegetarian,more than 10 years,Health,Never,more,easy,4,3,fuck no,Vedang
2025-07-05 11:18:42.379138,49,Prefer not to say,Pune,Non-Vegetarian,Less than 1 year,Health,Never,more,neutral,1,5,maybe,Vedang
2025-07-30 12:51:37.379138,58,Female,Pune,Non-Vegetarian,Less than 1 year,Ethics/Religious Beliefs,Never,more,difficult,3,3,fuck no,Yash
2025-09-09 17:22:09.379138,58,Female,Pune,Vegetarian,5-10 years,Taste preference,3-4,3-4,neutral,5,5,maybe,Viraj
2025-02-14 05:00:11.379138,35,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,1-2,more,neutral,5,4,yes,Viraj
2025-01-05 17:31:32.379138,28,Female,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,easy,5,3,maybe,Yash
2025-03-03 08:28:13.379138,29,Male,Pune,Vegetarian,more than 10 years,Taste preference,1-2,more,easy,1,4,fuck no,Vedang
2025-09-14 09:50:32.379138,44,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,5,more,neutral,3,4,fuck no,Yash
2024-11-12 13:17:00.379138,30,Female,Pune,Vegetarian,Less than 1 year,Health,Never,more,neutral,4,4,maybe,Viraj
2024-10-26 05:02:24.379138,63,Female,Pune,Non-Vegetarian,more than 10 years,Health,1-2,more,neutral,4,1,maybe,Viraj
2025-04-11 19:32:26.379138,22,Male,Pune,Vegetarian,Less than 1 year,Family Tradition,3-4,5,neutral,3,5,yes,Yash
2024-11-07 19:50:03.379138,21,Male,Pune,Non-Vegetarian,Less than 1 year,Health,1-2,5,neutral,5,4,fuck no,Viraj
2025-01-25 08:14:57.379138,44,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,3-4,more,easy,4,3,yes,Yash
2025-07-13 18:23:06.379138,29,Female,Pune,Non-Vegetarian,1–5 years,Health,1-2,more,neutral,3,5,yes,Vedang
2025-07-15 23:33:38.379138,41,Male,Pune,Vegetarian,more than 10 years,Health,Never,more,difficult,5,2,maybe,Tushar
2025-09-13 10:08:19.379138,32,Female,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,Never,more,easy,3,3,maybe,Vedang
2025-07-08 16:15:47.379138,25,Male,Pune,Vegetarian,Less than 1 year,Family Tradition,Never,5,easy,3,4,maybe,Yash
2025-06-03 21:15:18.379138,50,Male,Pune,Eggetarian,more than 10 years,Taste preference,Never,more,neutral,4,4,yes,Vedang
2025-03-22 20:27:52.379138,62,Male,Pune,Vegetarian,Less than 1 year,Other,3-4,5,easy,1,4,yes,Vedang
2024-12-23 18:00:44.379138,38,Female,Pune,Vegetarian,1–5 years,Family Tradition,1-2,1-2,easy,1,4,fuck no,Yash
2024-12-02 15:11:08.379138,31,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,3-4,more,easy,3,4,fuck no,Yash
2024-11-12 05:51:01.379138,46,Male,Pune,Vegetarian,1–5 years,Health,more,more,difficult,5,2,yes,Yash
2025-07-13 19:26:37.379138,51,Male,Pune,Vegetarian,more than 10 years,Taste preference,Never,1-2,easy,4,3,fuck no,Yash
2025-04-22 14:09:29.379138,22,Female,Pune,Vegetarian,more than 10 years,Health,1-2,more,easy,3,5,maybe,Tushar
2025-02-24 12:11:20.379138,57,Male,Pune,Non-Vegetarian,1–5 years,Taste preference,Never,more,difficult,3,5,fuck no,Viraj
2025-09-17 04:49:04.379138,31,Female,Pune,Vegetarian,more than 10 years,Health,1-2,more,easy,3,4,maybe,Viraj
2024-12-29 13:44:01.379138,56,Female,Pune,Eggetarian,1–5 years,Family Tradition,1-2,3-4,neutral,4,3,fuck no,Viraj
2025-02-12 10:10:57.379138,24,Female,Pune,Vegetarian,1–5 years,Health,3-4,more,easy,4,4,yes,Yash
2024-11-30 04:54:37.379138,48,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,1-2,1-2,difficult,5,3,fuck no,Viraj
2025-01-02 12:29:52.379138,18,Female,Pune,Vegetarian,1–5 years,Family Tradition,1-2,more,neutral,5,4,yes,Yash
2025-03-08 16:15:41.379138,26,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,3-4,more,easy,4,4,maybe,Yash
2024-12-03 16:15:20.379138,27,Male,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,3-4,neutral,4,4,maybe,Yash
2024-11-04 13:10:17.379138,60,Female,Pune,Vegetarian,Less than 1 year,Ethics/Religious Beliefs,Never,more,easy,3,4,maybe,Viraj
2025-08-16 05:10:59.379138,46,Male,Pune,Non-Vegetarian,Less than 1 year,Health,5,more,neutral,4,1,yes,Viraj
2025-07-26 23:05:33.379138,45,Male,Pune,Non-Vegetarian,1–5 years,Taste preference,3-4,1-2,neutral,3,5,yes,Vedang
2025-02-16 00:49:05.379138,41,Male,Pune,Vegetarian,Less than 1 year,Health,5,more,neutral,3,5,fuck no,Vedang
2025-09-02 01:29:36.379138,44,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,Never,5,neutral,4,3,yes,Yash
2025-06-17 09:16:14.379138,45,Male,Pune,Vegetarian,more than 10 years,Health,3-4,more,easy,4,4,yes,Vedang
2025-08-10 04:58:49.379138,35,Male,Pune,Vegetarian,5-10 years,Other,1-2,more,difficult,3,5,maybe,Vedang
2025-03-15 21:06:38.379138,19,Male,Pune,Vegetarian,1–5 years,Taste preference,Never,more,neutral,4,3,fuck no,Viraj
2025-08-05 07:26:49.379138,21,Female,Pune,Eggetarian,Less than 1 year,Other,1-2,3-4,neutral,2,3,fuck no,Yash
2025-03-16 19:52:39.379138,61,Male,Pune,Vegetarian,1–5 years,Health,5,3-4,easy,3,4,maybe,Vedang
2024-12-29 18:33:39.379138,47,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,more,5,neutral,4,3,fuck no,Tushar
2025-09-16 00:14:13.379138,40,Male,Pune,Non-Vegetarian,more than 10 years,Health,more,5,easy,4,3,maybe,Tushar
2025-04-07 18:16:09.379138,19,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,5,neutral,1,5,fuck no,Viraj
2025-09-25 09:45:32.379138,23,Female,Pune,Non-Vegetarian,more than 10 years,Health,5,more,difficult,3,3,maybe,Viraj
2024-11-17 09:39:54.379138,45,Female,Pune,Non-Vegetarian,Less than 1 year,Other,Never,3-4,easy,3,4,fuck no,Viraj
2025-04-11 23:06:11.379138,55,Male,Pune,Vegetarian,more than 10 years,Taste preference,Never,more,easy,2,4,fuck no,Yash
2025-09-02 20:48:28.379138,46,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,5,neutral,3,3,maybe,Yash
2025-02-02 08:14:33.379138,27,Male,Pune,Non-Vegetarian,1–5 years,Health,3-4,3-4,neutral,5,4,fuck no,Yash
2025-07-23 05:03:12.379138,34,Male,Pune,Non-Vegetarian,1–5 years,Health,1-2,more,difficult,4,5,maybe,Vedang
2025-09-14 21:46:24.379138,23,Female,Pune,Non-Vegetarian,1–5 years,Taste preference,Never,3-4,easy,4,5,maybe,Tushar
2024-11-06 15:51:41.379138,35,Male,Pune,Vegetarian,more than 10 years,Taste preference,1-2,more,easy,3,4,maybe,Viraj
2025-06-10 02:18:16.379138,64,Male,Pune,Vegetarian,5-10 years,Other,1-2,more,easy,5,3,maybe,Yash
2025-06-27 11:42:49.379138,41,Male,Pune,Vegetarian,Less than 1 year,Health,Never,more,neutral,4,3,maybe,Yash
2025-03-04 05:19:49.379138,41,Male,Pune,Vegetarian,5-10 years,Other,1-2,more,easy,5,1,fuck no,Viraj
2024-11-25 18:41:08.379138,28,Male,Pune,Non-Vegetarian,1–5 years,Health,3-4,more,easy,3,3,maybe,Yash
2025-01-31 18:25:40.379138,41,Male,Pune,Non-Vegetarian,more than 10 years,Health,3-4,3-4,easy,5,4,fuck no,Vedang
2025-01-13 19:56:47.379138,51,Male,Pune,Vegetarian,1–5 years,Health,5,3-4,neutral,4,1,fuck no,Vedang
2025-03-16 21:30:22.379138,53,Female,Pune,Non-Vegetarian,more than 10 years,Health,3-4,3-4,neutral,1,5,maybe,Yash
2025-07-31 08:25:31.379138,44,Male,Pune,Vegetarian,more than 10 years,Family Tradition,1-2,more,difficult,4,5,yes,Vedang
2024-12-13 21:15:28.379138,36,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,3-4,more,difficult,3,3,fuck no,Tushar
2025-02-25 03:43:34.379138,45,Female,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,5,difficult,4,1,fuck no,Viraj
2025-06-07 12:33:42.379138,20,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,neutral,5,5,yes,Viraj
2025-05-26 22:17:34.379138,41,Male,Pune,Eggetarian,1–5 years,Family Tradition,Never,more,difficult,5,1,yes,Yash
2025-03-07 16:56:24.379138,53,Male,Pune,Non-Vegetarian,1–5 years,Taste preference,Never,more,neutral,5,5,maybe,Yash
2025-02-27 22:14:27.379138,39,Male,Pune,Vegetarian,1–5 years,Other,1-2,3-4,neutral,4,3,maybe,Yash
2025-07-02 23:21:14.379138,32,Male,Pune,Non-Vegetarian,1–5 years,Other,more,3-4,neutral,5,3,maybe,Viraj
2024-10-22 10:32:51.379138,20,Female,Pune,Eggetarian,5-10 years,Health,5,more,neutral,4,2,yes,Viraj
2025-01-19 13:42:34.379138,22,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,Never,1-2,neutral,4,4,fuck no,Viraj
2025-06-19 08:21:23.379138,60,Female,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,1-2,difficult,5,4,maybe,Tushar
2025-07-19 20:11:01.379138,24,Male,Pune,Non-Vegetarian,Less than 1 year,Taste preference,Never,3-4,neutral,4,3,maybe,Yash
2025-07-15 08:49:10.379138,44,Female,Pune,Non-Vegetarian,more than 10 years,Health,3-4,more,easy,4,3,yes,Yash
